date,l_ipn,r_asn,f,label
28-07-2006,3,25761,1,-1
28-07-2006,3,29208,3,-1
28-07-2006,3,30315,2,-1
28-07-2006,4,46,1,1
28-07-2006,4,1901,2,1
28-07-2006,4,3561,12,-1
28-07-2006,4,4134,2,-1
28-07-2006,4,4323,1,-1
28-07-2006,4,4812,6,-1
28-07-2006,4,6428,4,-1
28-07-2006,4,7018,1296,-1
28-07-2006,4,7132,1304,-1
28-07-2006,4,8001,2,-1
28-07-2006,4,8473,39,-1
28-07-2006,4,8560,1,-1
28-07-2006,4,8642,6,-1
28-07-2006,4,9156,1,-1
28-07-2006,4,9316,1,-1
28-07-2006,4,13749,1,-1
28-07-2006,4,13768,4,-1
28-07-2006,4,14492,6,-1
28-07-2006,4,14743,1,-1
28-07-2006,4,15169,18,-1
28-07-2006,4,16936,11,-1
28-07-2006,4,17964,35,-1
28-07-2006,4,20161,26,-1
28-07-2006,4,21844,2,-1
28-07-2006,4,22855,28,-1
28-07-2006,4,23342,6,-1
28-07-2006,4,24400,79,-1
28-07-2006,4,25761,23,-1
28-07-2006,4,26101,6,-1
28-07-2006,4,30315,1,-1
28-07-2006,4,30496,309,-1
28-07-2006,4,31976,95,-1
28-07-2006,4,33651,2930,-1
28-07-2006,4,35315,5,-1
28-07-2006,4,36856,1,-1
28-07-2006,5,46,1,1
28-07-2006,5,852,2,1
28-07-2006,5,1901,3,1
28-07-2006,5,2152,2,-1
28-07-2006,5,3561,3,-1
28-07-2006,5,4134,7,-1
28-07-2006,5,4812,4,-1
28-07-2006,5,8070,8,-1
28-07-2006,5,8075,3,-1
28-07-2006,5,8708,1,-1
28-07-2006,5,8972,6,-1
28-07-2006,5,9316,2,-1
28-07-2006,5,9800,2,-1
28-07-2006,5,9803,1,-1
28-07-2006,5,12322,4,-1
28-07-2006,5,13749,1,-1
28-07-2006,5,13867,2,-1
28-07-2006,5,15083,2,-1
28-07-2006,5,17964,1,-1
28-07-2006,5,20161,1,-1
28-07-2006,5,21844,2,-1
28-07-2006,5,24400,2,-1
28-07-2006,5,25761,1,-1
28-07-2006,5,29208,3,-1
28-07-2006,5,30315,1,-1
28-07-2006,6,46,1,1
28-07-2006,6,852,4,1
28-07-2006,6,1901,2,1
28-07-2006,6,4134,1,-1
28-07-2006,6,4812,3,-1
28-07-2006,6,8972,6,-1
28-07-2006,6,9316,2,-1
28-07-2006,6,9800,2,-1
28-07-2006,6,9929,4,-1
28-07-2006,6,12322,4,-1
28-07-2006,6,13749,2,-1
28-07-2006,6,15083,4,-1
28-07-2006,6,17964,2,-1
28-07-2006,6,20161,1,-1
28-07-2006,6,21844,2,-1
28-07-2006,6,24400,2,-1
28-07-2006,6,25761,1,-1
28-07-2006,6,25973,1,-1
28-07-2006,6,29208,4,-1
28-07-2006,6,30315,2,-1
28-07-2006,7,109,6,1
28-07-2006,7,209,2,1
28-07-2006,7,2152,41,-1
28-07-2006,7,2828,1,-1
28-07-2006,7,3561,13,-1
28-07-2006,7,3701,3,-1
28-07-2006,7,4264,3,-1
28-07-2006,7,6432,18,-1
28-07-2006,7,6461,4,-1
28-07-2006,7,7941,2,-1
28-07-2006,7,8070,3,-1
28-07-2006,7,9156,7,-1
28-07-2006,7,10738,11,-1
28-07-2006,7,10790,142,-1
28-07-2006,7,10933,3,-1
28-07-2006,7,11486,5,-1
28-07-2006,7,12168,2,-1
28-07-2006,7,12182,8,-1
28-07-2006,7,12222,5,-1
28-07-2006,7,12322,6,-1
28-07-2006,7,15083,2,-1
28-07-2006,7,15169,72,-1
28-07-2006,7,16710,152,-1
28-07-2006,7,17233,5,-1
28-07-2006,7,18924,47,-1
28-07-2006,7,19024,1,-1
28-07-2006,7,19647,4,-1
28-07-2006,7,21568,6,-1
28-07-2006,7,21844,22,-1
28-07-2006,7,25867,3,-1
28-07-2006,7,26201,2,-1
28-07-2006,7,30217,1,-1
28-07-2006,7,33070,3,-1
28-07-2006,7,33419,11,-1
28-07-2006,7,36856,13,-1
28-07-2006,8,109,6,1
28-07-2006,8,209,2,1
28-07-2006,8,1668,4,1
28-07-2006,8,2152,11,-1
28-07-2006,8,2828,1,-1
28-07-2006,8,3561,2,-1
28-07-2006,8,3701,3,-1
28-07-2006,8,4266,2,-1
28-07-2006,8,5662,5,-1
28-07-2006,8,6140,2,-1
28-07-2006,8,7132,1,-1
28-07-2006,8,8001,2,-1
28-07-2006,8,8070,4,-1
28-07-2006,8,8075,6,-1
28-07-2006,8,10913,2,-1
28-07-2006,8,12222,2,-1
28-07-2006,8,12322,2,-1
28-07-2006,8,12552,2,-1
28-07-2006,8,13890,2,-1
28-07-2006,8,15083,1,-1
28-07-2006,8,15169,119,-1
28-07-2006,8,17374,3,-1
28-07-2006,8,22205,2,-1
28-07-2006,8,22822,4,-1
28-07-2006,8,22982,2,-1
28-07-2006,8,27357,2,-1
28-07-2006,8,33554,2,-1
28-07-2006,9,47,6,1
28-07-2006,9,102,72,1
28-07-2006,9,209,3,1
28-07-2006,9,1239,9,1
28-07-2006,9,2152,138,-1
28-07-2006,9,2828,4,-1
28-07-2006,9,2914,12,-1
28-07-2006,9,3340,2,-1
28-07-2006,9,3356,177,-1
28-07-2006,9,3549,13,-1
28-07-2006,9,3561,28,-1
28-07-2006,9,4265,7,-1
28-07-2006,9,4355,3,-1
28-07-2006,9,5061,5,-1
28-07-2006,9,5539,6,-1
28-07-2006,9,5779,56,-1
28-07-2006,9,6432,26,-1
28-07-2006,9,7091,25,-1
28-07-2006,9,7132,19,-1
28-07-2006,9,7342,6,-1
28-07-2006,9,7349,48,-1
28-07-2006,9,8070,4,-1
28-07-2006,9,8075,40,-1
28-07-2006,9,10532,4,-1
28-07-2006,9,10763,1,-1
28-07-2006,9,10794,10,-1
28-07-2006,9,10913,21,-1
28-07-2006,9,10933,3,-1
28-07-2006,9,11023,13,-1
28-07-2006,9,11305,2,-1
28-07-2006,9,11486,8,-1
28-07-2006,9,11634,1,-1
28-07-2006,9,11743,2,-1
28-07-2006,9,11922,2,-1
28-07-2006,9,11944,13,-1
28-07-2006,9,12168,182,-1
28-07-2006,9,12179,1,-1
28-07-2006,9,12188,3,-1
28-07-2006,9,12222,57,-1
28-07-2006,9,12312,1,-1
28-07-2006,9,14494,13,-1
28-07-2006,9,14719,3,-1
28-07-2006,9,14780,165,-1
28-07-2006,9,15169,124,-1
28-07-2006,9,15334,7,-1
28-07-2006,9,15598,5,-1
28-07-2006,9,16509,5,-1
28-07-2006,9,17225,12,-1
28-07-2006,9,18754,2,-1
28-07-2006,9,19296,21,-1
28-07-2006,9,20401,2,-1
28-07-2006,9,21844,2,-1
28-07-2006,9,26101,36,-1
28-07-2006,9,26201,5,-1
28-07-2006,9,30099,1,-1
28-07-2006,9,30475,10,-1
28-07-2006,9,31815,90,-1
28-07-2006,9,32244,1,-1
28-07-2006,9,33694,3,-1
28-07-2006,9,36088,80,-1
28-07-2006,9,36839,29,-1
28-07-2006,9,36856,2,-1
29-07-2006,0,702,7,1
29-07-2006,0,1680,1,1
29-07-2006,0,2828,1,-1
29-07-2006,0,3215,4,-1
29-07-2006,0,3561,13,-1
29-07-2006,0,3671,13,-1
29-07-2006,0,4837,3,-1
29-07-2006,0,5713,1,-1
29-07-2006,0,6568,7,-1
29-07-2006,0,7015,1,-1
29-07-2006,0,7132,5,-1
29-07-2006,0,7491,2,-1
29-07-2006,0,7776,1,-1
29-07-2006,0,8764,1,-1
29-07-2006,0,9318,1,-1
29-07-2006,0,9457,1,-1
29-07-2006,0,9814,2,-1
29-07-2006,0,9908,1,-1
29-07-2006,0,10738,1,-1
29-07-2006,0,11427,1,-1
29-07-2006,0,12322,1,-1
29-07-2006,0,12769,1,-1
29-07-2006,0,13462,26,-1
29-07-2006,0,13867,1,-1
29-07-2006,0,14779,6,-1
29-07-2006,0,15169,1,-1
29-07-2006,0,15512,2,-1
29-07-2006,0,19262,1,-1
29-07-2006,0,20258,1,-1
29-07-2006,0,24093,1,-1
29-07-2006,0,25074,1,-1
29-07-2006,0,28573,7,-1
29-07-2006,0,29255,1,-1
29-07-2006,0,30380,4,-1
29-07-2006,0,31976,11,-1
29-07-2006,0,35908,1,-1
29-07-2006,1,553,2,1
29-07-2006,1,702,2,1
29-07-2006,1,3112,5,-1
29-07-2006,1,3215,1,-1
29-07-2006,1,3265,1320,-1
29-07-2006,1,3269,5,-1
29-07-2006,1,3388,2,-1
29-07-2006,1,3561,11,-1
29-07-2006,1,4134,1,-1
29-07-2006,1,4266,13,-1
29-07-2006,1,4618,6,-1
29-07-2006,1,4812,1,-1
29-07-2006,1,4837,17,-1
29-07-2006,1,5390,2,-1
29-07-2006,1,5462,2,-1
29-07-2006,1,6395,3,-1
29-07-2006,1,6461,1,-1
29-07-2006,1,6724,1,-1
29-07-2006,1,7132,2,-1
29-07-2006,1,7643,1,-1
29-07-2006,1,8001,2,-1
29-07-2006,1,8075,4,-1
29-07-2006,1,8764,1,-1
29-07-2006,1,9121,1,-1
29-07-2006,1,9318,3,-1
29-07-2006,1,9534,2,-1
29-07-2006,1,9929,1,-1
29-07-2006,1,9931,1,-1
29-07-2006,1,12302,3,-1
29-07-2006,1,12769,1,-1
29-07-2006,1,13041,2,-1
29-07-2006,1,14778,1,-1
29-07-2006,1,15169,2,-1
29-07-2006,1,15512,1,-1
29-07-2006,1,16735,2,-1
29-07-2006,1,17813,1,-1
29-07-2006,1,17858,7,-1
29-07-2006,1,20468,1,-1
29-07-2006,1,22291,1,-1
29-07-2006,1,23724,2,-1
29-07-2006,1,24138,1,-1
29-07-2006,1,27257,4,-1
29-07-2006,1,27364,2,-1
29-07-2006,1,30380,3,-1
29-07-2006,2,81,4,1
29-07-2006,2,209,2,1
29-07-2006,2,1312,215,1
29-07-2006,2,2152,3,-1
29-07-2006,2,3450,1,-1
29-07-2006,2,3561,12,-1
29-07-2006,2,3701,1,-1
29-07-2006,2,4323,8,-1
29-07-2006,2,5650,2,-1
29-07-2006,2,6366,4,-1
29-07-2006,2,6461,1,-1
29-07-2006,2,6478,49,-1
29-07-2006,2,6568,2,-1
29-07-2006,2,7132,3,-1
29-07-2006,2,7377,198,-1
29-07-2006,2,9929,1,-1
29-07-2006,2,12769,1,-1
29-07-2006,2,19181,1,-1
29-07-2006,2,21840,1,-1
29-07-2006,2,27596,3,-1
29-07-2006,2,30099,4,-1
29-07-2006,2,33260,4,-1
29-07-2006,2,33650,194,-1
29-07-2006,2,36828,3,-1
29-07-2006,3,553,2,1
29-07-2006,3,702,6,1
29-07-2006,3,2152,1,-1
29-07-2006,3,3112,1,-1
29-07-2006,3,3215,5,-1
29-07-2006,3,3269,6,-1
29-07-2006,3,3388,2,-1
29-07-2006,3,4812,1,-1
29-07-2006,3,6327,1,-1
29-07-2006,3,6568,1,-1
29-07-2006,3,12769,2,-1
29-07-2006,3,13041,2,-1
29-07-2006,3,15512,1,-1
29-07-2006,3,17443,2,-1
29-07-2006,3,27257,1,-1
29-07-2006,3,27364,2,-1
29-07-2006,3,30380,3,-1
29-07-2006,4,702,2,1
29-07-2006,4,3215,1,-1
29-07-2006,4,6568,3,-1
29-07-2006,4,7132,15,-1
29-07-2006,4,8764,2,-1
29-07-2006,4,9929,1,-1
29-07-2006,4,12769,1,-1
29-07-2006,4,14778,2,-1
29-07-2006,4,14780,11,-1
29-07-2006,4,15512,2,-1
29-07-2006,4,26496,4,-1
29-07-2006,4,27257,3,-1
29-07-2006,4,30380,1,-1
29-07-2006,4,31976,84,-1
29-07-2006,4,35315,6,-1
29-07-2006,5,553,4,1
29-07-2006,5,702,4,1
29-07-2006,5,2152,3,-1
29-07-2006,5,3112,3,-1
29-07-2006,5,3215,1,-1
29-07-2006,5,3269,4,-1
29-07-2006,5,3356,3,-1
29-07-2006,5,3388,4,-1
29-07-2006,5,3561,1,-1
29-07-2006,5,4812,2,-1
29-07-2006,5,6568,1,-1
29-07-2006,5,8070,4,-1
29-07-2006,5,8075,6,-1
29-07-2006,5,12769,2,-1
29-07-2006,5,13041,2,-1
29-07-2006,5,13867,2,-1
29-07-2006,5,15512,2,-1
29-07-2006,5,27257,1,-1
29-07-2006,5,27364,2,-1
29-07-2006,5,30058,1,-1
29-07-2006,5,30380,4,-1
29-07-2006,6,553,2,1
29-07-2006,6,702,6,1
29-07-2006,6,3112,2,-1
29-07-2006,6,3215,2,-1
29-07-2006,6,3269,6,-1
29-07-2006,6,3388,4,-1
29-07-2006,6,4812,1,-1
29-07-2006,6,4837,1,-1
29-07-2006,6,5390,5,-1
29-07-2006,6,6568,2,-1
29-07-2006,6,7132,1,-1
29-07-2006,6,8764,3,-1
29-07-2006,6,9929,86,-1
29-07-2006,6,12769,2,-1
29-07-2006,6,13041,4,-1
29-07-2006,6,15512,1,-1
29-07-2006,6,27257,2,-1
29-07-2006,6,27364,2,-1
29-07-2006,6,30380,4,-1
29-07-2006,7,109,9,1
29-07-2006,7,2152,1,-1
29-07-2006,7,3112,6,-1
29-07-2006,7,3356,1,-1
29-07-2006,7,3561,1,-1
29-07-2006,7,8070,1,-1
29-07-2006,7,8075,4,-1
29-07-2006,7,8246,2,-1
29-07-2006,7,18924,48,-1
29-07-2006,7,30380,2,-1
29-07-2006,8,109,9,1
29-07-2006,8,3112,1,-1
29-07-2006,8,3701,3,-1
29-07-2006,8,7132,2,-1
29-07-2006,8,8070,2,-1
29-07-2006,8,8075,2,-1
29-07-2006,8,8246,1,-1
29-07-2006,8,15169,105,-1
29-07-2006,8,18267,124,-1
29-07-2006,8,30380,1,-1
29-07-2006,9,70,2,1
29-07-2006,9,174,4,1
29-07-2006,9,209,53,1
29-07-2006,9,237,2,1
29-07-2006,9,559,12,1
29-07-2006,9,1668,34,1
29-07-2006,9,1767,1,1
29-07-2006,9,2152,211,-1
29-07-2006,9,2914,5,-1
29-07-2006,9,3356,33,-1
29-07-2006,9,3561,3,-1
29-07-2006,9,4182,34,-1
29-07-2006,9,4265,4,-1
29-07-2006,9,5048,58,-1
29-07-2006,9,5779,148,-1
29-07-2006,9,6432,41,-1
29-07-2006,9,6939,3,-1
29-07-2006,9,7091,1,-1
29-07-2006,9,7132,6,-1
29-07-2006,9,7349,15,-1
29-07-2006,9,8001,9,-1
29-07-2006,9,8070,5,-1
29-07-2006,9,8176,54,-1
29-07-2006,9,11486,4,-1
29-07-2006,9,12111,20,-1
29-07-2006,9,12168,96,-1
29-07-2006,9,12179,11,-1
29-07-2006,9,12182,6,-1
29-07-2006,9,12222,11,-1
29-07-2006,9,13513,1,-1
29-07-2006,9,13649,5,-1
29-07-2006,9,14361,21,-1
29-07-2006,9,14780,263,-1
29-07-2006,9,15169,63,-1
29-07-2006,9,16509,6,-1
29-07-2006,9,17233,2,-1
29-07-2006,9,21910,1,-1
29-07-2006,9,25737,2,-1
29-07-2006,9,26101,65,-1
29-07-2006,9,30475,2,-1
29-07-2006,9,33419,1,-1
29-07-2006,9,34013,5,-1
29-07-2006,9,35845,1,-1
29-07-2006,9,36088,167,-1
29-07-2006,9,36839,1,-1
29-07-2006,9,36856,2,-1
30-07-2006,0,209,2,1
30-07-2006,0,2614,1,-1
30-07-2006,0,3561,5,-1
30-07-2006,0,3671,5,-1
30-07-2006,0,4134,9,-1
30-07-2006,0,4355,1,-1
30-07-2006,0,5462,1,-1
30-07-2006,0,5778,1,-1
30-07-2006,0,6140,1,-1
30-07-2006,0,6332,1,-1
30-07-2006,0,6453,1,-1
30-07-2006,0,6478,1,-1
30-07-2006,0,6503,1,-1
30-07-2006,0,6983,1,-1
30-07-2006,0,7132,3,-1
30-07-2006,0,8151,1,-1
30-07-2006,0,8166,1,-1
30-07-2006,0,9121,1,-1
30-07-2006,0,9318,1,-1
30-07-2006,0,9498,1,-1
30-07-2006,0,9800,1,-1
30-07-2006,0,10292,1,-1
30-07-2006,0,11426,1,-1
30-07-2006,0,13462,19,-1
30-07-2006,0,14492,1,-1
30-07-2006,0,16509,1,-1
30-07-2006,0,16755,1,-1
30-07-2006,0,17465,2,-1
30-07-2006,0,18313,1,-1
30-07-2006,0,19262,1,-1
30-07-2006,0,20115,2,-1
30-07-2006,0,22773,1,-1
30-07-2006,0,30315,1,-1
30-07-2006,0,31976,1,-1
30-07-2006,0,33657,1,-1
30-07-2006,1,52,6,1
30-07-2006,1,209,1,1
30-07-2006,1,1239,2,1
30-07-2006,1,1299,2,1
30-07-2006,1,2614,1,-1
30-07-2006,1,3265,1458,-1
30-07-2006,1,3320,30,-1
30-07-2006,1,3561,28,-1
30-07-2006,1,4134,20,-1
30-07-2006,1,4266,5,-1
30-07-2006,1,4323,1,-1
30-07-2006,1,4613,4,-1
30-07-2006,1,4812,1,-1
30-07-2006,1,4837,2,-1
30-07-2006,1,6140,1,-1
30-07-2006,1,6453,1,-1
30-07-2006,1,7132,3,-1
30-07-2006,1,7491,1,-1
30-07-2006,1,8001,2,-1
30-07-2006,1,8166,23,-1
30-07-2006,1,9318,2,-1
30-07-2006,1,9534,1,-1
30-07-2006,1,9800,1,-1
30-07-2006,1,10316,1,-1
30-07-2006,1,12302,68,-1
30-07-2006,1,13184,10,-1
30-07-2006,1,14492,1,-1
30-07-2006,1,14778,8,-1
30-07-2006,1,15227,362,-1
30-07-2006,1,15471,2,-1
30-07-2006,1,16735,1,-1
30-07-2006,1,17465,2,-1
30-07-2006,1,17633,1,-1
30-07-2006,1,17813,2,-1
30-07-2006,1,18302,2,-1
30-07-2006,1,22773,1,-1
30-07-2006,1,24376,2,-1
30-07-2006,1,27257,13,-1
30-07-2006,1,27738,1,-1
30-07-2006,1,30315,3,-1
30-07-2006,1,30380,31,-1
30-07-2006,1,34320,1,-1
30-07-2006,2,174,1,1
30-07-2006,2,1312,140,1
30-07-2006,2,2614,1,-1
30-07-2006,2,3450,1,-1
30-07-2006,2,3561,11,-1
30-07-2006,2,4134,1,-1
30-07-2006,2,4323,4,-1
30-07-2006,2,6140,1,-1
30-07-2006,2,6478,1,-1
30-07-2006,2,7132,3,-1
30-07-2006,2,7377,132,-1
30-07-2006,2,8001,1,-1
30-07-2006,2,11426,4,-1
30-07-2006,2,14492,1,-1
30-07-2006,2,15227,117,-1
30-07-2006,2,16572,15,-1
30-07-2006,2,17465,2,-1
30-07-2006,2,19318,1,-1
30-07-2006,2,29863,4,-1
30-07-2006,2,30099,4,-1
30-07-2006,2,32102,4,-1
30-07-2006,2,33260,4,-1
30-07-2006,2,33650,169,-1
30-07-2006,3,2614,1,-1
30-07-2006,3,4134,34,-1
30-07-2006,3,4812,1,-1
30-07-2006,3,4837,20,-1
30-07-2006,3,5390,2,-1
30-07-2006,3,6140,1,-1
30-07-2006,3,6453,2,-1
30-07-2006,3,8166,2,-1
30-07-2006,3,8972,1,-1
30-07-2006,3,9318,1,-1
30-07-2006,3,14492,1,-1
30-07-2006,3,15471,1,-1
30-07-2006,3,17465,1,-1
30-07-2006,3,18302,1,-1
30-07-2006,3,30315,2,-1
30-07-2006,4,2614,1,-1
30-07-2006,4,4134,3,-1
30-07-2006,4,4323,1,-1
30-07-2006,4,4837,1,-1
30-07-2006,4,6140,1,-1
30-07-2006,4,6428,1,-1
30-07-2006,4,6453,1,-1
30-07-2006,4,8166,23,-1
30-07-2006,4,14492,1,-1
30-07-2006,4,15227,362,-1
30-07-2006,4,17465,2,-1
30-07-2006,4,29895,52,-1
30-07-2006,4,30315,20,-1
30-07-2006,4,30380,29,-1
30-07-2006,4,31976,84,-1
30-07-2006,5,2152,2,-1
30-07-2006,5,2614,1,-1
30-07-2006,5,4134,22,-1
30-07-2006,5,4837,18,-1
30-07-2006,5,6140,1,-1
30-07-2006,5,6453,2,-1
30-07-2006,5,7132,3,-1
30-07-2006,5,8070,6,-1
30-07-2006,5,8075,3,-1
30-07-2006,5,8166,1,-1
30-07-2006,5,9318,2,-1
30-07-2006,5,13867,2,-1
30-07-2006,5,14492,2,-1
30-07-2006,5,15471,2,-1
30-07-2006,5,17465,1,-1
30-07-2006,5,18302,1,-1
30-07-2006,5,30315,2,-1
30-07-2006,6,2614,1,-1
30-07-2006,6,4134,31,-1
30-07-2006,6,4812,1,-1
30-07-2006,6,4837,27,-1
30-07-2006,6,5390,2,-1
30-07-2006,6,6453,1,-1
30-07-2006,6,8166,1,-1
30-07-2006,6,9318,1,-1
30-07-2006,6,14492,2,-1
30-07-2006,6,15227,1,-1
30-07-2006,6,15471,2,-1
30-07-2006,6,17465,1,-1
30-07-2006,6,18302,2,-1
30-07-2006,6,30315,1,-1
30-07-2006,7,109,6,1
30-07-2006,7,2152,1,-1
30-07-2006,7,3701,1,-1
30-07-2006,7,7132,1,-1
30-07-2006,7,8070,2,-1
30-07-2006,7,8075,2,-1
30-07-2006,7,9156,1,-1
30-07-2006,7,15169,7,-1
30-07-2006,7,18924,48,-1
30-07-2006,7,19306,40,-1
30-07-2006,7,21844,3,-1
30-07-2006,7,26347,4,-1
30-07-2006,7,36856,2,-1
30-07-2006,8,109,6,1
30-07-2006,8,2614,169,-1
30-07-2006,8,3701,3,-1
30-07-2006,8,7132,1,-1
30-07-2006,8,8075,2,-1
30-07-2006,8,8708,294,-1
30-07-2006,8,15169,105,-1
30-07-2006,9,3356,2,-1
30-07-2006,9,3561,2,-1
30-07-2006,9,8070,4,-1
30-07-2006,9,8075,1,-1
31-07-2006,0,2828,1,-1
31-07-2006,0,3215,1,-1
31-07-2006,0,3249,1,-1
31-07-2006,0,3269,3,-1
31-07-2006,0,3462,1,-1
31-07-2006,0,3561,34,-1
31-07-2006,0,3595,13,-1
31-07-2006,0,3671,10,-1
31-07-2006,0,4134,11,-1
31-07-2006,0,5713,1,-1
31-07-2006,0,6432,1,-1
31-07-2006,0,6461,1,-1
31-07-2006,0,6478,2,-1
31-07-2006,0,6724,1,-1
31-07-2006,0,6939,1,-1
31-07-2006,0,6993,2,-1
31-07-2006,0,7015,1,-1
31-07-2006,0,7132,1,-1
31-07-2006,0,8151,3,-1
31-07-2006,0,8560,2,-1
31-07-2006,0,8615,1,-1
31-07-2006,0,9318,2,-1
31-07-2006,0,9498,1,-1
31-07-2006,0,9929,2,-1
31-07-2006,0,10311,1,-1
31-07-2006,0,11486,1,-1
31-07-2006,0,13462,30,-1
31-07-2006,0,13768,1,-1
31-07-2006,0,13867,1,-1
31-07-2006,0,14501,1,-1
31-07-2006,0,14780,2,-1
31-07-2006,0,19082,1,-1
31-07-2006,0,19115,2,-1
31-07-2006,0,19262,1,-1
31-07-2006,0,19296,1,-1
31-07-2006,0,19916,1,-1
31-07-2006,0,22927,1,-1
31-07-2006,0,25766,1,-1
31-07-2006,0,25847,1,-1
31-07-2006,0,26085,1,-1
31-07-2006,0,26101,1,-1
31-07-2006,0,33650,1,-1
31-07-2006,1,47,1,1
31-07-2006,1,174,3,1
31-07-2006,1,680,1,1
31-07-2006,1,2379,1,-1
31-07-2006,1,3112,1,-1
31-07-2006,1,3265,1557,-1
31-07-2006,1,3561,9,-1
31-07-2006,1,3595,8,-1
31-07-2006,1,4134,37,-1
31-07-2006,1,4323,1,-1
31-07-2006,1,4739,1,-1
31-07-2006,1,4812,2,-1
31-07-2006,1,4837,2,-1
31-07-2006,1,5617,2,-1
31-07-2006,1,6471,1,-1
31-07-2006,1,6830,3,-1
31-07-2006,1,7132,3,-1
31-07-2006,1,7233,1,-1
31-07-2006,1,9803,2,-1
31-07-2006,1,10507,1,-1
31-07-2006,1,11427,2,-1
31-07-2006,1,12302,222,-1
31-07-2006,1,14361,2,-1
31-07-2006,1,14778,4,-1
31-07-2006,1,14780,1,-1
31-07-2006,1,15169,2,-1
31-07-2006,1,15557,2,-1
31-07-2006,1,16526,21,-1
31-07-2006,1,18118,6,-1
31-07-2006,1,19029,2,-1
31-07-2006,1,19169,13,-1
31-07-2006,1,20474,4,-1
31-07-2006,1,23724,4,-1
31-07-2006,1,24589,2,-1
31-07-2006,1,24863,352,-1
31-07-2006,1,27257,3,-1
31-07-2006,1,33651,1,-1
31-07-2006,1,37945,1,-1
31-07-2006,2,47,1,1
31-07-2006,2,81,1,1
31-07-2006,2,1312,88,1
31-07-2006,2,3561,10,-1
31-07-2006,2,3595,2,-1
31-07-2006,2,4134,1,-1
31-07-2006,2,4323,4,-1
31-07-2006,2,5650,109,-1
31-07-2006,2,6478,12,-1
31-07-2006,2,7132,14,-1
31-07-2006,2,7377,79,-1
31-07-2006,2,11414,19,-1
31-07-2006,2,18530,2,-1
31-07-2006,2,21840,1,-1
31-07-2006,2,22625,1,-1
31-07-2006,2,24863,388,-1
31-07-2006,2,29863,4,-1
31-07-2006,2,30099,8,-1
31-07-2006,2,32102,52,-1
31-07-2006,2,33650,70,-1
31-07-2006,2,33651,4,-1
31-07-2006,2,36384,6,-1
31-07-2006,3,3112,1,-1
31-07-2006,3,3595,3,-1
31-07-2006,3,4134,35,-1
31-07-2006,3,4812,1,-1
31-07-2006,3,5483,2,-1
31-07-2006,3,7132,3,-1
31-07-2006,3,9803,1,-1
31-07-2006,3,14361,2,-1
31-07-2006,3,15557,1,-1
31-07-2006,3,19029,2,-1
31-07-2006,3,19169,1,-1
31-07-2006,3,20474,3,-1
31-07-2006,3,23724,3,-1
31-07-2006,4,1797,1,1
31-07-2006,4,3561,2,-1
31-07-2006,4,3595,2,-1
31-07-2006,4,4134,4,-1
31-07-2006,4,4323,1,-1
31-07-2006,4,6428,1,-1
31-07-2006,4,7132,41,-1
31-07-2006,4,14778,4,-1
31-07-2006,4,15169,2,-1
31-07-2006,4,16526,21,-1
31-07-2006,4,19169,4,-1
31-07-2006,4,23342,1,-1
31-07-2006,4,29895,167,-1
31-07-2006,4,31976,83,-1
31-07-2006,4,37945,1,-1
31-07-2006,5,2152,1,-1
31-07-2006,5,3112,1,-1
31-07-2006,5,3561,2,-1
31-07-2006,5,3595,3,-1
31-07-2006,5,4134,38,-1
31-07-2006,5,5483,1,-1
31-07-2006,5,7132,5,-1
31-07-2006,5,8070,6,-1
31-07-2006,5,8075,4,-1
31-07-2006,5,13867,2,-1
31-07-2006,5,14361,2,-1
31-07-2006,5,15557,1,-1
31-07-2006,5,18118,1,-1
31-07-2006,5,19029,2,-1
31-07-2006,5,19169,1,-1
31-07-2006,5,20474,6,-1
31-07-2006,5,23724,4,-1
31-07-2006,6,3112,2,-1
31-07-2006,6,3595,4,-1
31-07-2006,6,4134,41,-1
31-07-2006,6,4812,1,-1
31-07-2006,6,5483,1,-1
31-07-2006,6,7132,4,-1
31-07-2006,6,9305,1,-1
31-07-2006,6,14361,2,-1
31-07-2006,6,15557,1,-1
31-07-2006,6,18118,5,-1
31-07-2006,6,19029,2,-1
31-07-2006,6,20474,4,-1
31-07-2006,6,23724,4,-1
31-07-2006,6,24863,1,-1
31-07-2006,7,109,7,1
31-07-2006,7,1239,4,1
31-07-2006,7,2152,1,-1
31-07-2006,7,3561,1,-1
31-07-2006,7,3701,3,-1
31-07-2006,7,4134,1,-1
31-07-2006,7,7018,1,-1
31-07-2006,7,7132,2,-1
31-07-2006,7,7726,4,-1
31-07-2006,7,8070,3,-1
31-07-2006,7,8473,54,-1
31-07-2006,7,8560,1,-1
31-07-2006,7,9156,6,-1
31-07-2006,7,10763,1,-1
31-07-2006,7,11486,14,-1
31-07-2006,7,15169,60,-1
31-07-2006,7,18924,48,-1
31-07-2006,7,20474,2,-1
31-07-2006,7,21844,12,-1
31-07-2006,7,36856,11,-1
31-07-2006,8,109,7,1
31-07-2006,8,3701,3,-1
31-07-2006,8,4134,1,-1
31-07-2006,8,5617,6,-1
31-07-2006,8,7132,2,-1
31-07-2006,8,8070,2,-1
31-07-2006,8,15076,2501,-1
31-07-2006,8,15169,105,-1
31-07-2006,8,20474,1,-1
31-07-2006,9,9,3,1
31-07-2006,9,25,1,1
31-07-2006,9,102,6,1
31-07-2006,9,111,1,1
